name|rarity|equid_slot|defense|fire_res|water_res|ice_res|thunder_res|dragon_res|slot_count|slot_1_size|slot_2_size|slot_3_size|set_skill_1|skill_1|skill_1_level|skill_2|skill_2_level|skill_3|skill_3_level
Acidic Glavenus Coil α+|11|Waist|150|-3|2|2|-1|-1|1|2|0|0|173: Glavenus Essence|54: Handicraft|2|8: Iron Skin|2|0: --------|0
Acidic Glavenus Coil β+|11|Waist|150|-3|2|2|-1|-1|1|4|0|0|173: Glavenus Essence|54: Handicraft|2|0: --------|0|0: --------|0
Artian Coil α+|10|Waist|142|1|-2|2|-2|3|2|1|1|0|179: Ancient Divinity|120: Tool Specialist|2|48: Critical Eye|1|0: --------|0
Artian Coil β+|10|Waist|142|1|-2|2|-2|3|2|4|1|0|179: Ancient Divinity|120: Tool Specialist|1|48: Critical Eye|1|0: --------|0
Dober Coil α+|11|Waist|152|-2|0|-1|-1|4|2|2|1|0|0: --------|19: Attack Boost|2|4: Stun Resistance|2|0: --------|0
Dober Coil β+|11|Waist|152|-2|0|-1|-1|4|2|4|2|0|0: --------|19: Attack Boost|1|4: Stun Resistance|1|0: --------|0
Damascus Coil α+|11|Waist|152|4|-2|0|0|0|2|3|2|0|0: --------|52: Focus|1|80: Guard|1|0: --------|0
Damascus Coil β+|11|Waist|152|4|-2|0|0|0|3|4|3|1|0: --------|52: Focus|1|0: --------|0|0: --------|0
Rimeguard Coil α+|12|Waist|154|-3|2|4|-1|-1|2|2|1|0|178: Velkhana Divinity|104: Flinch Free|1|186: Coalescence|1|0: --------|0
Rimeguard Coil β+|12|Waist|154|-3|2|4|-1|-1|2|4|1|0|178: Velkhana Divinity|104: Flinch Free|1|0: --------|0|0: --------|0
Pride Coil α+|11|Waist|154|3|1|-4|-2|-2|1|3|0|0|194: Bazelgeuse Ambition|88: Bombardier|2|55: Critical Draw|1|0: --------|0
Pride Coil β+|11|Waist|154|3|1|-4|-2|-2|2|4|2|0|194: Bazelgeuse Ambition|88: Bombardier|2|0: --------|0|0: --------|0
Fellshroud Coil α+|12|Waist|156|-2|4|1|1|-3|2|2|1|0|196: Vaal Soulvein|85: Speed Eating|2|63: Peak Performance|1|0: --------|0
Fellshroud Coil β+|12|Waist|156|-2|4|1|1|-3|2|4|2|0|196: Vaal Soulvein|85: Speed Eating|2|0: --------|0|0: --------|0
Kaiser Coil α+|12|Waist|156|3|-3|-3|1|1|1|3|0|0|143: Teostra Technique|38: Blast Attack|2|50: Weakness Exploit|1|0: --------|0
Kaiser Coil β+|12|Waist|156|3|-3|-3|1|1|3|4|2|1|143: Teostra Technique|38: Blast Attack|2|0: --------|0|0: --------|0
Kushala Cocoon α+|12|Waist|156|0|2|4|-3|-2|1|2|0|0|144: Kushala Daora Flight|32: Ice Attack|3|79: Evade Extender|1|0: --------|0
Kushala Cocoon β+|12|Waist|156|0|2|4|-3|-2|2|4|1|0|144: Kushala Daora Flight|32: Ice Attack|3|0: --------|0|0: --------|0
Kirin Hoop α+|12|Waist|154|-3|-2|-2|4|2|1|2|0|0|199: Kirin Divinity|29: Blight Resistance|2|47: Free Elem/Ammo Up|1|0: --------|0
Kirin Hoop β+|12|Waist|154|-3|-2|-2|4|2|3|4|1|1|199: Kirin Divinity|29: Blight Resistance|2|0: --------|0|0: --------|0
Tentacle Coil α+|12|Waist|158|-3|4|0|3|-2|3|1|1|1|177: Namielle Divinity|74: Constitution|2|76: Stamina Surge|1|0: --------|0
Tentacle Coil β+|12|Waist|158|-3|4|0|3|-2|3|4|1|1|177: Namielle Divinity|74: Constitution|1|76: Stamina Surge|1|0: --------|0
Guild Palace Coil α+|11|Waist|154|1|2|1|2|1|2|1|1|0|200: Guild Pride|62: Agitator|3|67: Resuscitate|1|0: --------|0
Guild Palace Coil β+|11|Waist|154|1|2|1|2|1|2|4|1|0|200: Guild Pride|62: Agitator|2|67: Resuscitate|1|0: --------|0
Clockwork Coil α+|10|Waist|142|2|2|-1|2|-1|1|2|0|0|180: Commission Alchemy|56: Partbreaker|2|44: Sleep Functionality|1|0: --------|0
Clockwork Coil β+|10|Waist|142|2|2|-1|2|-1|2|4|1|0|180: Commission Alchemy|56: Partbreaker|2|0: --------|0|0: --------|0
Ruinous Coil α+|12|Waist|166|1|1|1|-3|-3|2|2|1|0|203: Nergigante Ambition|19: Attack Boost|3|11: Earplugs|1|0: --------|0
Ruinous Coil β+|12|Waist|166|1|1|1|-3|-3|2|4|1|0|203: Nergigante Ambition|19: Attack Boost|2|11: Earplugs|1|0: --------|0
Shara Ishvalda Coil α+|12|Waist|162|0|-2|-3|3|0|2|3|2|0|176: Shara Ishvalda Divinity|21: Health Boost|2|22: Recovery Up|1|0: --------|0
Shara Ishvalda Coil β+|12|Waist|162|0|-2|-3|3|0|2|4|3|0|176: Shara Ishvalda Divinity|21: Health Boost|2|0: --------|0|0: --------|0
Esurient Faulds α+|11|Waist|156|2|1|1|-3|-3|1|1|0|0|195: Deviljho Essence|58: Stamina Thief|2|54: Handicraft|1|0: --------|0
Esurient Faulds β+|11|Waist|156|2|1|1|-3|-3|2|4|1|0|195: Deviljho Essence|58: Stamina Thief|2|0: --------|0|0: --------|0
Guildwork Waist α+|12|Waist|162|2|1|2|1|2|2|3|2|0|200: Guild Pride|118: Forager's Luck|1|119: Detector|1|0: --------|0
Guildwork Waist β+|12|Waist|162|2|1|2|1|2|2|4|3|0|200: Guild Pride|118: Forager's Luck|1|0: --------|0|0: --------|0
Golden Lunecoil α+|12|Waist|162|3|-2|0|-4|4|2|2|2|0|175: Gold Rathian Essence|97: Divine Blessing|3|21: Health Boost|1|0: --------|0
Golden Lunecoil β+|12|Waist|162|3|-2|0|-4|4|2|4|2|0|175: Gold Rathian Essence|97: Divine Blessing|3|0: --------|0|0: --------|0
Silver Solcoil α+|12|Waist|164|4|-3|-2|-2|3|2|1|1|0|174: Silver Rathalos Essence|12: Windproof|2|49: Critical Boost|1|0: --------|0
Silver Solcoil β+|12|Waist|164|4|-3|-2|-2|3|2|4|1|0|174: Silver Rathalos Essence|12: Windproof|1|49: Critical Boost|1|0: --------|0
Zinogre Coil α+|11|Waist|158|-1|-1|-4|4|1|1|2|0|0|169: Zinogre Essence|53: Power Prolonger|1|33: Thunder Attack|2|0: --------|0
Zinogre Coil β+|11|Waist|158|-1|-1|-4|4|1|2|4|2|0|169: Zinogre Essence|53: Power Prolonger|1|0: --------|0|0: --------|0
Stygian Coil α+|11|Waist|160|2|-4|0|-5|4|3|1|1|1|169: Zinogre Essence|61: Latent Power|3|11: Earplugs|2|0: --------|0
Stygian Coil β+|11|Waist|160|2|-4|0|-5|4|3|4|1|1|169: Zinogre Essence|61: Latent Power|3|11: Earplugs|1|0: --------|0
Garuga Tassets α+|11|Waist|154|2|-3|-2|2|-2|2|1|1|0|0: --------|66: Resentment|2|35: Poison Attack|2|0: --------|0
Garuga Tassets β+|11|Waist|154|2|-3|-2|2|-2|2|4|3|0|0: --------|66: Resentment|2|0: --------|0|0: --------|0
Zorah Spine α+|12|Waist|160|4|-3|-2|-1|-3|2|3|2|0|201: Zorah Magdaros Essence|13: Tremor Resistance|1|71: Artillery|1|0: --------|0
Zorah Spine β+|12|Waist|160|4|-3|-2|-1|-3|2|4|3|0|201: Zorah Magdaros Essence|13: Tremor Resistance|1|0: --------|0|0: --------|0
Golden Obi α+|11|Waist|158|2|0|-5|3|2|2|3|1|0|208: Rajang's Rage|50: Weakness Exploit|1|54: Handicraft|1|0: --------|0
Golden Obi β+|11|Waist|158|2|0|-5|3|2|2|4|3|0|208: Rajang's Rage|50: Weakness Exploit|1|0: --------|0|0: --------|0
Grand God's Peer Belt α+|12|Waist|170|2|0|-5|3|2|3|1|1|1|217: Rajang Will|101: Maximum Might|2|64: Heroics|2|0: --------|0
Grand God's Peer Belt β+|12|Waist|170|2|0|-5|3|2|3|4|2|1|217: Rajang Will|101: Maximum Might|2|0: --------|0|0: --------|0
Brachydium Faulds α+|12|Waist|170|3|-2|-3|1|1|1|3|0|0|218: Brachydios Will|62: Agitator|3|71: Artillery|2|0: --------|0
Brachydium Faulds β+|12|Waist|170|3|-2|-3|1|1|2|4|1|0|218: Brachydios Will|62: Agitator|3|0: --------|0|0: --------|0
Safi Crested Belt α+|12|Waist|168|2|1|1|1|-1|1|3|0|0|211: Safi'jiiva Seal|78: Evade Window|2|101: Maximum Might|1|0: --------|0
Safi Crested Belt β+|12|Waist|168|2|1|1|1|-1|2|4|1|0|211: Safi'jiiva Seal|78: Evade Window|2|0: --------|0|0: --------|0
Escadora Might α+|12|Waist|160|3|0|3|0|2|2|3|1|0|221: Alatreon Divinity|19: Attack Boost|4|28: Dragon Resistance|3|0: --------|0
Escadora Might β+|12|Waist|160|3|0|3|0|2|2|4|1|0|221: Alatreon Divinity|19: Attack Boost|3|28: Dragon Resistance|3|0: --------|0
Empress Coil α+|12|Waist|164|3|1|-3|1|-2|2|2|2|0|202: Lunastra Essence|21: Health Boost|2|38: Blast Attack|2|0: --------|0
Empress Coil β+|12|Waist|164|3|1|-3|1|-2|2|4|2|0|202: Lunastra Essence|21: Health Boost|2|0: --------|0|0: --------|0
Kulve Taroth's Malice α+|12|Waist|176|4|-2|-2|3|-4|3|2|1|1|219: Kulve Taroth Essence|63: Peak Performance|2|84: Free Meal|1|0: --------|0
Kulve Taroth's Malice β+|12|Waist|176|4|-2|-2|3|-4|2|4|2|0|219: Kulve Taroth Essence|63: Peak Performance|2|0: --------|0|0: --------|0
Rose Belt α+|10|Waist|150|4|1|1|1|1|2|4|1|0|214: Full Bloom Blessing|66: Resentment|3|0: --------|0|0: --------|0
Passionate Belt α+|10|Waist|156|1|4|1|1|1|2|1|1|0|215: Sizzling Blessing|99: Botanist|4|0: --------|0|0: --------|0
Demonlord Leather Belt α+|11|Waist|162|1|1|1|4|1|2|1|1|0|216: Fun Fright Blessing|47: Free Elem/Ammo Up|3|0: --------|0|0: --------|0
Oolong Waist α+|9|Waist|120|1|1|4|1|1|2|1|1|0|212: Joyful Blessing|74: Constitution|3|0: --------|0|0: --------|0
Astral Skirt α+|9|Waist|140|2|2|2|2|2|2|4|1|0|213: Appreciation Blessing|104: Flinch Free|2|0: --------|0|0: --------|0
Buff Waist α+|11|Waist|154|2|-1|-1|0|-3|1|4|0|0|0: --------|62: Agitator|2|64: Heroics|3|0: --------|0
Rex Roar Coil α+|11|Waist|158|3|-4|0|-2|0|1|2|0|0|170: Tigrex Essence|22: Recovery Up|3|50: Weakness Exploit|1|0: --------|0
Rex Roar Coil β+|11|Waist|158|3|-4|0|-2|0|1|4|0|0|170: Tigrex Essence|22: Recovery Up|2|50: Weakness Exploit|1|0: --------|0
Guardian Coil α+|6|Waist|50|2|0|2|0|3|1|1|0|0|0: --------|21: Health Boost|2|97: Divine Blessing|1|0: --------|0
HARDUMMY|12|Waist|132|-1|-1|-1|3|2|2|3|1|0|209: Power Cell|66: Resentment|3|0: --------|0|0: --------|0
Tentacle Coil γ+|12|Waist|176|-3|4|0|3|-2|2|4|2|0|177: Namielle Divinity|79: Evade Extender|3|23: Recovery Speed|2|0: --------|0
Azure Age Obi α+|12|Waist|170|2|2|0|0|3|3|4|1|1|174: Silver Rathalos Essence|102: Slinger Capacity|2|31: Water Attack|3|0: --------|0
Rimeguard Coil γ+|12|Waist|180|-3|2|4|-1|-1|2|4|1|0|178: Velkhana Divinity|52: Focus|3|81: Quick Sheath|1|0: --------|0
Frostfang Coil α+|11|Waist|162|-3|2|3|-2|0|3|3|3|1|220: Frostfang Absolute Art|81: Quick Sheath|1|55: Critical Draw|1|0: --------|0
Frostfang Coil β+|11|Waist|162|-3|2|3|-2|0|3|4|3|1|220: Frostfang Absolute Art|81: Quick Sheath|1|0: --------|0|0: --------|0
Dragonbarbs α+|12|Waist|180|-1|2|0|2|-4|3|4|3|3|222: Fatalis Legend|48: Critical Eye|3|50: Weakness Exploit|1|0: --------|0
Dragonbarbs β+|12|Waist|180|-1|2|0|2|-4|3|4|4|4|222: Fatalis Legend|48: Critical Eye|2|0: --------|0|0: --------|0
HARDUMMY|12|Waist|160|2|0|2|2|2|3|4|1|1|182: Anjanath Dominance|73: Marathon Runner|2|109: Aquatic/Polar Mobility|1|0: --------|0
Leon's Torso α+|12|Waist|150|3|2|3|2|0|1|4|0|0|210: Survivor|62: Agitator|1|19: Attack Boost|1|0: --------|0
Claire's Torso α+|12|Waist|150|3|2|3|2|0|1|4|0|0|210: Survivor|62: Agitator|1|76: Stamina Surge|2|0: --------|0
Artemis Coil α+|11|Waist|140|2|2|1|1|2|1|3|0|0|224: New World|29: Blight Resistance|2|22: Recovery Up|2|0: --------|0
Artemis's Waist α+|11|Waist|140|2|2|1|1|2|1|3|0|0|224: New World|29: Blight Resistance|2|22: Recovery Up|2|0: --------|0
Leather Trousers|1|Legs|2|2|0|0|0|0|0|0|0|0|0: --------|0: --------|0|0: --------|0|0: --------|0
Chainmail Trousers|1|Legs|2|0|2|0|0|0|0|0|0|0|0: --------|0: --------|0|0: --------|0|0: --------|0
Hunter's Greaves|1|Legs|6|2|2|0|0|0|0|0|0|0|0: --------|92: BBQ Master|1|0: --------|0|0: --------|0
Bone Greaves|1|Legs|6|2|0|0|2|2|0|0|0|0|0: --------|115: Entomologist|1|0: --------|0|0: --------|0
Alloy Greaves|2|Legs|8|-2|1|-2|-2|1|0|0|0|0|0: --------|86: Speed Sharpening|1|0: --------|0|0: --------|0
Vespoid Greaves|1|Legs|8|-2|1|1|1|2|0|0|0|0|0: --------|95: Honey Hunter|1|0: --------|0|0: --------|0
Gajau Boots|1|Legs|12|0|5|0|0|0|0|0|0|0|0: --------|109: Aquatic/Polar Mobility|1|0: --------|0|0: --------|0
Jagras Greaves|1|Legs|8|-2|2|-1|-1|1|0|0|0|0|0: --------|106: Speed Crawler|1|0: --------|0|0: --------|0
Kulu Greaves|1|Legs|10|0|-3|1|0|0|0|0|0|0|0: --------|48: Critical Eye|1|0: --------|0|0: --------|0
Pukei Greaves|2|Legs|12|0|3|0|-3|1|0|0|0|0|0: --------|99: Botanist|1|0: --------|0|0: --------|0
Barroth Greaves|2|Legs|14|-3|-1|-1|3|0|0|0|0|0|0: --------|4: Stun Resistance|1|0: --------|0|0: --------|0
Jyura Greaves|2|Legs|14|-1|2|0|-3|0|0|0|0|0|0: --------|52: Focus|1|0: --------|0|0: --------|0
Kadachi Greaves|2|Legs|16|0|-3|0|3|0|0|0|0|0|0: --------|27: Thunder Resistance|1|0: --------|0|0: --------|0
High Metal Greaves|3|Legs|18|0|-1|3|-2|0|0|0|0|0|0: --------|72: Heavy Artillery|1|0: --------|0|0: --------|0
Hornetaur Greaves|3|Legs|18|-1|-1|0|0|2|0|0|0|0|0: --------|54: Handicraft|1|0: --------|0|0: --------|0
Anja Greaves|3|Legs|20|3|-3|-1|-1|0|0|0|0|0|125: Anjanath Power|71: Artillery|1|0: --------|0|0: --------|0
Rathian Greaves|3|Legs|22|2|0|0|-2|-3|0|0|0|0|0: --------|22: Recovery Up|1|0: --------|0|0: --------|0
Tzitzi Greaves|3|Legs|18|0|0|-2|-3|0|0|0|0|0|0: --------|3: Sleep Resistance|1|0: --------|0|0: --------|0
Lumu Greaves|3|Legs|20|-3|2|1|0|0|0|0|0|0|0: --------|12: Windproof|1|0: --------|0|0: --------|0
Girros Greaves|3|Legs|20|0|-3|0|2|1|0|0|0|0|0: --------|36: Paralysis Attack|1|0: --------|0|0: --------|0
Baan Greaves|3|Legs|24|0|2|-1|0|-2|0|0|0|0|0: --------|7: Bleeding Resistance|1|0: --------|0|0: --------|0
King Beetle Crura|3|Legs|22|-1|-1|0|2|2|0|0|0|0|0: --------|118: Forager's Luck|1|0: --------|0|0: --------|0
Butterfly Crura|3|Legs|22|-1|-1|0|2|2|0|0|0|0|0: --------|118: Forager's Luck|1|0: --------|0|0: --------|0
Ingot Greaves|4|Legs|28|-2|0|-1|3|0|0|0|0|0|0: --------|20: Defense Boost|1|0: --------|0|0: --------|0
Legiana Greaves|4|Legs|30|-1|2|3|-3|0|0|0|0|0|151: Legiana Blessing|26: Ice Resistance|1|0: --------|0|0: --------|0
Odogaron Greaves|4|Legs|30|2|2|-3|-2|0|0|0|0|0|153: Odogaron Power|81: Quick Sheath|1|0: --------|0|0: --------|0
Rathalos Greaves|4|Legs|30|3|1|1|-2|-3|0|0|0|0|128: Rathalos Power|107: Jump Master|1|0: --------|0|0: --------|0
Diablos Greaves|4|Legs|32|3|-2|-3|0|2|0|0|0|0|129: Diablos Power|13: Tremor Resistance|1|0: --------|0|0: --------|0
Kirin Leg Guards|4|Legs|34|-3|-2|-2|4|2|0|0|0|0|130: Kirin Blessing|27: Thunder Resistance|1|0: --------|0|0: --------|0
Death Stench Heel|4|Legs|32|3|2|3|-2|-4|0|0|0|0|0: --------|54: Handicraft|1|0: --------|0|0: --------|0
Brigade Boots|4|Legs|28|1|0|0|2|2|0|0|0|0|0: --------|114: Scholar|1|0: --------|0|0: --------|0
Leather Trousers α|5|Legs|32|2|0|0|0|0|0|0|0|0|0: --------|111: Cliffhanger|1|0: --------|0|0: --------|0
Leather Trousers β|5|Legs|32|2|0|0|0|0|1|1|0|0|0: --------|0: --------|0|0: --------|0|0: --------|0
Chainmail Trousers α|5|Legs|32|0|2|0|0|0|0|0|0|0|0: --------|22: Recovery Up|1|0: --------|0|0: --------|0
Chainmail Trousers β|5|Legs|32|0|2|0|0|0|1|1|0|0|0: --------|0: --------|0|0: --------|0|0: --------|0
Hunter's Greaves α|5|Legs|36|2|2|0|0|0|0|0|0|0|0: --------|117: Scenthound|1|102: Slinger Capacity|1|0: --------|0
Hunter's Greaves β|5|Legs|36|2|2|0|0|0|1|1|0|0|0: --------|117: Scenthound|1|0: --------|0|0: --------|0
Bone Greaves α|5|Legs|36|2|0|0|2|2|0|0|0|0|0: --------|115: Entomologist|2|0: --------|0|0: --------|0
Bone Greaves β|5|Legs|36|2|0|0|2|2|1|1|0|0|0: --------|115: Entomologist|1|0: --------|0|0: --------|0
Alloy Greaves α|5|Legs|36|-2|0|-2|-2|0|0|0|0|0|0: --------|86: Speed Sharpening|2|0: --------|0|0: --------|0
Alloy Greaves β|5|Legs|36|-2|0|-2|-2|0|1|1|0|0|0: --------|86: Speed Sharpening|1|0: --------|0|0: --------|0
Vespoid Greaves α|5|Legs|38|-2|1|1|1|2|0|0|0|0|0: --------|95: Honey Hunter|1|2: Paralysis Resistance|1|0: --------|0
Vespoid Greaves β|5|Legs|38|-2|1|1|1|2|1|1|0|0|0: --------|95: Honey Hunter|1|0: --------|0|0: --------|0
Hornetaur Greaves α|5|Legs|38|-1|-1|0|0|2|0|0|0|0|0: --------|54: Handicraft|1|34: Dragon Attack|1|0: --------|0
Hornetaur Greaves β|5|Legs|38|-1|-1|0|0|2|1|1|0|0|0: --------|54: Handicraft|1|0: --------|0|0: --------|0
Gajau Boots α|5|Legs|40|0|5|0|0|0|0|0|0|0|0: --------|109: Aquatic/Polar Mobility|2|31: Water Attack|1|0: --------|0
Gajau Boots β|5|Legs|40|0|5|0|0|0|1|1|0|0|0: --------|109: Aquatic/Polar Mobility|1|31: Water Attack|1|0: --------|0
Jagras Greaves α|5|Legs|40|-2|2|-1|-1|1|0|0|0|0|0: --------|106: Speed Crawler|1|84: Free Meal|1|0: --------|0
Jagras Greaves β|5|Legs|40|-2|2|-1|-1|1|1|1|0|0|0: --------|106: Speed Crawler|1|0: --------|0|0: --------|0
Kulu Greaves α|5|Legs|40|0|-3|1|0|0|0|0|0|0|0: --------|48: Critical Eye|1|83: Item Prolonger|1|0: --------|0
Kulu Greaves β|5|Legs|40|0|-3|1|0|0|1|1|0|0|0: --------|48: Critical Eye|1|0: --------|0|0: --------|0
Pukei Greaves α|5|Legs|42|0|3|0|-3|1|0|0|0|0|0: --------|99: Botanist|2|108: Survival Expert|1|0: --------|0
Pukei Greaves β|5|Legs|42|0|3|0|-3|1|1|2|0|0|0: --------|99: Botanist|1|0: --------|0|0: --------|0
Barroth Greaves α|5|Legs|42|-3|-1|-1|3|0|0|0|0|0|0: --------|4: Stun Resistance|2|73: Marathon Runner|1|0: --------|0
Barroth Greaves β|5|Legs|42|-3|-1|-1|3|0|2|1|1|0|0: --------|4: Stun Resistance|1|0: --------|0|0: --------|0
Jyura Greaves α|5|Legs|44|-1|2|0|-3|0|0|0|0|0|0: --------|52: Focus|2|0: --------|0|0: --------|0
Jyura Greaves β|5|Legs|44|-1|2|0|-3|0|1|2|0|0|0: --------|52: Focus|1|0: --------|0|0: --------|0
Kadachi Greaves α|5|Legs|44|0|-3|0|3|0|0|0|0|0|0: --------|27: Thunder Resistance|2|74: Constitution|1|0: --------|0
Kadachi Greaves β|5|Legs|44|0|-3|0|3|0|2|1|1|0|0: --------|27: Thunder Resistance|1|0: --------|0|0: --------|0
Anja Greaves α|5|Legs|44|3|-3|-1|-1|0|0|0|0|0|132: Anjanath Will|71: Artillery|2|0: --------|0|0: --------|0
Anja Greaves β|5|Legs|44|3|-3|-1|-1|0|1|1|0|0|132: Anjanath Will|71: Artillery|1|0: --------|0|0: --------|0
Rathian Greaves α|5|Legs|46|2|0|0|-2|-3|0|0|0|0|0: --------|22: Recovery Up|2|0: --------|0|0: --------|0
Rathian Greaves β|5|Legs|46|2|0|0|-2|-3|1|1|0|0|0: --------|22: Recovery Up|1|0: --------|0|0: --------|0
Tzitzi Greaves α|5|Legs|40|0|0|-2|-3|0|0|0|0|0|0: --------|3: Sleep Resistance|2|0: --------|0|0: --------|0
Tzitzi Greaves β|5|Legs|40|0|0|-2|-3|0|1|1|0|0|0: --------|3: Sleep Resistance|1|0: --------|0|0: --------|0
Lumu Greaves α|5|Legs|44|-3|2|1|0|0|0|0|0|0|0: --------|12: Windproof|1|76: Stamina Surge|1|0: --------|0
Lumu Greaves β|5|Legs|44|-3|2|1|0|0|2|1|1|0|0: --------|12: Windproof|1|0: --------|0|0: --------|0
Girros Greaves α|5|Legs|40|0|-3|0|2|1|0|0|0|0|0: --------|36: Paralysis Attack|2|0: --------|0|0: --------|0
Girros Greaves β|5|Legs|40|0|-3|0|2|1|1|1|0|0|0: --------|36: Paralysis Attack|1|0: --------|0|0: --------|0
Baan Greaves α|6|Legs|46|0|2|-1|0|-2|0|0|0|0|0: --------|7: Bleeding Resistance|2|0: --------|0|0: --------|0
Baan Greaves β|6|Legs|46|0|2|-1|0|-2|1|1|0|0|0: --------|7: Bleeding Resistance|1|0: --------|0|0: --------|0
High Metal Greaves α|6|Legs|50|0|-1|3|-2|0|0|0|0|0|0: --------|72: Heavy Artillery|1|26: Ice Resistance|1|0: --------|0
High Metal Greaves β|6|Legs|50|0|-1|3|-2|0|1|1|0|0|0: --------|72: Heavy Artillery|1|0: --------|0|0: --------|0
Ingot Greaves α|6|Legs|50|-2|0|-1|3|0|0|0|0|0|0: --------|20: Defense Boost|2|12: Windproof|1|0: --------|0
Ingot Greaves β|6|Legs|50|-2|0|-1|3|0|1|2|0|0|0: --------|20: Defense Boost|2|0: --------|0|0: --------|0
Rath Heart Greaves α|6|Legs|52|3|0|0|-3|-4|0|0|0|0|131: Pink Rathian Mastery|120: Tool Specialist|1|12: Windproof|1|0: --------|0
Rath Heart Greaves β|6|Legs|52|3|0|0|-3|-4|1|2|0|0|131: Pink Rathian Mastery|120: Tool Specialist|1|0: --------|0|0: --------|0
Legiana Greaves α|6|Legs|54|-1|2|3|-3|0|0|0|0|0|152: Legiana Favor|26: Ice Resistance|2|55: Critical Draw|1|0: --------|0
Legiana Greaves β|6|Legs|54|-1|2|3|-3|0|1|3|0|0|152: Legiana Favor|26: Ice Resistance|2|0: --------|0|0: --------|0
Odogaron Greaves α|6|Legs|54|2|2|-3|-2|0|0|0|0|0|154: Odogaron Mastery|81: Quick Sheath|1|48: Critical Eye|1|0: --------|0
Odogaron Greaves β|6|Legs|54|2|2|-3|-2|0|1|1|0|0|154: Odogaron Mastery|81: Quick Sheath|1|0: --------|0|0: --------|0
Rathalos Greaves α|6|Legs|54|3|1|1|-2|-3|0|0|0|0|135: Rathalos Mastery|107: Jump Master|1|50: Weakness Exploit|1|0: --------|0
Rathalos Greaves β|6|Legs|54|3|1|1|-2|-3|1|3|0|0|135: Rathalos Mastery|107: Jump Master|1|0: --------|0|0: --------|0
Rath Soul Greaves α|7|Legs|56|3|2|-3|2|-4|0|0|0|0|135: Rathalos Mastery|52: Focus|1|111: Cliffhanger|1|0: --------|0
Rath Soul Greaves β|7|Legs|56|3|2|-3|2|-4|1|1|0|0|135: Rathalos Mastery|52: Focus|1|0: --------|0|0: --------|0
Diablos Greaves α|6|Legs|54|3|-2|-3|0|2|0|0|0|0|136: Diablos Mastery|13: Tremor Resistance|2|57: Slugger|1|0: --------|0
Diablos Greaves β|6|Legs|54|3|-2|-3|0|2|2|1|1|0|136: Diablos Mastery|13: Tremor Resistance|2|0: --------|0|0: --------|0
Diablos Nero Greaves α|7|Legs|56|2|-3|-4|0|2|1|1|0|0|136: Diablos Mastery|39: Normal Shots|1|64: Heroics|1|0: --------|0
Diablos Nero Greaves β|7|Legs|56|2|-3|-4|0|2|1|2|0|0|136: Diablos Mastery|39: Normal Shots|1|0: --------|0|0: --------|0
Dodogama Greaves α|5|Legs|48|2|0|0|-3|2|0|0|0|0|0: --------|69: Capacity Boost|1|38: Blast Attack|1|0: --------|0
Dodogama Greaves β|5|Legs|48|2|0|0|-3|2|1|1|0|0|0: --------|69: Capacity Boost|1|0: --------|0|0: --------|0
Lavasioth Greaves α|6|Legs|56|3|-3|-2|1|2|1|1|0|0|0: --------|41: Spread/Power Shots|1|30: Fire Attack|1|0: --------|0
Lavasioth Greaves β|6|Legs|56|3|-3|-2|1|2|1|2|0|0|0: --------|41: Spread/Power Shots|1|0: --------|0|0: --------|0
Uragaan Greaves α|7|Legs|60|4|-3|-2|1|-2|1|1|0|0|138: Uragaan Protection|80: Guard|2|0: --------|0|0: --------|0
Uragaan Greaves β|7|Legs|60|4|-3|-2|1|-2|1|3|0|0|138: Uragaan Protection|80: Guard|1|0: --------|0|0: --------|0
Nergigante Greaves α|8|Legs|64|1|1|1|-3|-3|1|1|0|0|126: Nergigante Hunger|101: Maximum Might|1|62: Agitator|1|0: --------|0
Nergigante Greaves β|8|Legs|64|1|1|1|-3|-3|1|2|0|0|126: Nergigante Hunger|101: Maximum Might|1|0: --------|0|0: --------|0
King Beetle Crura α|5|Legs|42|-1|-1|0|2|2|1|1|0|0|0: --------|118: Forager's Luck|1|78: Evade Window|1|0: --------|0
King Beetle Crura β|5|Legs|42|-1|-1|0|2|2|2|2|1|0|0: --------|118: Forager's Luck|1|0: --------|0|0: --------|0
Butterfly Crura α|5|Legs|42|-1|-1|0|2|2|1|1|0|0|0: --------|118: Forager's Luck|1|78: Evade Window|1|0: --------|0
Butterfly Crura β|5|Legs|42|-1|-1|0|2|2|2|2|1|0|0: --------|118: Forager's Luck|1|0: --------|0|0: --------|0
Brigade Boots α|6|Legs|52|1|0|0|2|2|1|1|0|0|0: --------|114: Scholar|1|100: Geologist|1|0: --------|0
Brigade Boots β|6|Legs|52|1|0|0|2|2|1|3|0|0|0: --------|114: Scholar|1|0: --------|0|0: --------|0
Damascus Greaves α|7|Legs|60|4|-2|0|0|0|1|1|0|0|0: --------|20: Defense Boost|2|8: Iron Skin|1|0: --------|0
Damascus Greaves β|7|Legs|60|4|-2|0|0|0|1|3|0|0|0: --------|20: Defense Boost|2|0: --------|0|0: --------|0
Dober Greaves α|7|Legs|60|-2|0|-1|-1|4|0|0|0|0|0: --------|19: Attack Boost|2|76: Stamina Surge|1|0: --------|0
Dober Greaves β|7|Legs|60|-2|0|-1|-1|4|1|1|0|0|0: --------|19: Attack Boost|2|0: --------|0|0: --------|0
